# theta [deg]	wasp_takeoff_angle [deg]	n_b	lat_0 [deg]	lon_0 [deg]	Travel Time [s]	Celerity [km/s]	Turning Height [km]	Inclination [deg]	Back Azimuth [deg]	Geo. Atten. [dB]	Atmo. Atten. [dB]
11	220	0	35.596191	40.262641	1667.8033	0.26886558	113.16429	10.999939	38.073526	-68.300154	-0.4343891
12	220	0	35.650097	40.314618	1645.7588	0.26784019	113.31048	11.999881	38.1038	-68.634143	-0.44199877
13	220	0	35.704258	40.366934	1623.676	0.26676904	113.46909	12.999844	38.134311	-68.922775	-0.45044936
14	220	0	35.758503	40.419424	1601.6331	0.26565232	113.64004	13.999866	38.164965	-69.17153	-0.45978332
15	220	0	35.812666	40.471927	1579.7058	0.26449047	113.8233	14.999781	38.195666	-69.385092	-0.47004653
16	220	0	35.8666	40.524304	1557.9592	0.26328394	114.01879	15.999775	38.226334	-69.567692	-0.48128869
17	220	0	35.920171	40.576419	1536.455	0.26203337	114.22647	16.999777	38.256888	-69.722539	-0.49356536
18	220	0	35.973257	40.628154	1515.2474	0.2607395	114.44633	17.999742	38.287258	-69.852913	-0.506939
19	220	0	36.025759	40.67941	1494.3803	0.25940298	114.67833	18.99994	38.317385	-69.961641	-0.52147607
20	220	0	36.077576	40.730084	1473.8996	0.25802486	114.92247	19.999746	38.347208	-70.051093	-0.53724854

0	230	0	32.323629	34.879138	3789.3024	0.27762664	112.39016	0.00060495531	45.005659	-46.501283	-0.75536519
1	230	0	35.644965	39.049548	1874.3227	0.27692972	112.39661	0.99993846	47.338462	-58.380349	-0.38293373
2	230	0	35.686295	39.104783	1854.461	0.27623819	112.41592	1.9999359	47.370668	-61.211387	-0.38383427
3	230	0	35.727169	39.159498	1834.7898	0.2755417	112.44809	2.9998418	47.402601	-62.878699	-0.38529183
4	230	0	35.768139	39.214431	1815.0518	0.2748293	112.49309	3.9998898	47.434694	-64.090429	-0.38731781
5	230	0	35.80959	39.270101	1795.0698	0.27409205	112.5509	4.999717	47.46725	-65.056703	-0.3899273
6	230	0	35.85177	39.326845	1774.7343	0.27332275	112.62147	5.9998428	47.500467	-65.861848	-0.39313878
7	230	0	35.894771	39.384793	1754.0095	0.27251647	112.70478	6.9998236	47.534424	-66.547774	-0.39697407
8	230	0	35.938598	39.443958	1732.9029	0.27166961	112.80076	7.9997384	47.569131	-67.138145	-0.40145828
9	230	0	35.983188	39.50426	1711.4541	0.27077969	112.90937	8.9998348	47.604542	-67.64906	-0.40661972
10	230	0	36.028422	39.565545	1689.7297	0.26984532	113.03057	9.9998227	47.64057	-68.091485	-0.41249008
11	230	0	36.074167	39.627636	1667.8033	0.26886558	113.16429	10.999939	47.677111	-68.47485	-0.41910249
12	230	0	36.120266	39.690325	1645.7588	0.26784019	113.31048	11.999881	47.714045	-68.806621	-0.42649153
13	230	0	36.166569	39.753412	1623.676	0.26676904	113.46909	12.999844	47.751254	-69.092984	-0.4346952
14	230	0	36.212931	39.816698	1601.6331	0.26565232	113.64004	13.999866	47.788622	-69.339411	-0.44375464
15	230	0	36.259208	39.879988	1579.7058	0.26449047	113.8233	14.999781	47.826033	-69.550583	-0.45371437
16	230	0	36.305276	39.943114	1557.9592	0.26328394	114.01879	15.999775	47.863389	-69.730724	-0.4646226
17	230	0	36.351021	40.005914	1536.455	0.26203337	114.22647	16.999777	47.900592	-69.883043	-0.47653324
18	230	0	36.396337	40.068245	1515.2474	0.2607395	114.44633	17.999742	47.937557	-70.010815	-0.48950691
19	230	0	36.441142	40.129987	1494.3803	0.25940298	114.67833	18.99994	47.974213	-70.116868	-0.50360811
20	230	0	36.485349	40.191018	1473.8996	0.25802486	114.92247	19.999746	48.010484	-70.20357	-0.51890672

0	240	0	33.573991	33.610795	3789.3024	0.27762664	112.39016	0.00060496549	54.180371	-46.643121	-0.72775206
1	240	0	36.286789	38.433137	1874.3227	0.27692972	112.39661	0.99993846	56.943422	-58.523223	-0.36992477
2	240	0	36.32005	38.496599	1854.461	0.27623819	112.41592	1.9999359	56.980995	-61.352889	-0.37080766
3	240	0	36.35293	38.559452	1834.7898	0.2755417	112.44809	2.9998418	57.018237	-63.018826	-0.37223068
4	240	0	36.385875	38.622543	1815.0518	0.2748293	112.49309	3.9998898	57.055649	-64.22922	-0.37420501
5	240	0	36.419194	38.686471	1795.0698	0.27409205	112.5509	4.999717	57.093587	-65.194215	-0.37674536
6	240	0	36.453084	38.751618	1774.7343	0.27332275	112.62147	5.9998428	57.13228	-65.998134	-0.37986967
7	240	0	36.48762	38.818135	1754.0095	0.27251647	112.70478	6.9998236	57.171818	-66.682874	-0.38359913
8	240	0	36.522804	38.886035	1732.9029	0.27166961	112.80076	7.9997384	57.212212	-67.27208	-0.38795804
9	240	0	36.558585	38.955227	1711.4541	0.27077969	112.90937	8.9998348	57.253408	-67.781834	-0.39297382
10	240	0	36.594867	39.025532	1689.7297	0.26984532	113.03057	9.9998227	57.295303	-68.223086	-0.39867718
11	240	0	36.631541	39.096747	1667.8033	0.26886558	113.16429	10.999939	57.337776	-68.605254	-0.4051002
12	240	0	36.668483	39.168632	1645.7588	0.26784019	113.31048	11.999881	57.380686	-68.935792	-0.41227642
13	240	0	36.705571	39.240959	1623.676	0.26676904	113.46909	12.999844	57.423897	-69.220879	-0.4202427
14	240	0	36.742689	39.313497	1601.6331	0.26565232	113.64004	13.999866	57.467272	-69.46598	-0.42903897
15	240	0	36.779722	39.386025	1579.7058	0.26449047	113.8233	14.999781	57.510679	-69.675771	-0.43870843
16	240	0	36.81657	39.458348	1557.9592	0.26328394	114.01879	15.999775	57.554	-69.854472	-0.44929791
17	240	0	36.853143	39.530283	1536.455	0.26203337	114.22647	16.999777	57.597126	-70.005287	-0.46085978
18	240	0	36.889356	39.601664	1515.2474	0.2607395	114.44633	17.999742	57.639956	-70.131488	-0.47345288
19	240	0	36.925144	39.672357	1494.3803	0.25940298	114.67833	18.99994	57.682409	-70.235901	-0.48713989
20	240	0	36.960438	39.74222	1473.8996	0.25802486	114.92247	19.999746	57.724397	-70.320892	-0.50198872

0	250	0	34.978869	32.582138	3789.3024	0.27762664	112.39016	0.0006049648	63.465603	-46.677217	-0.70870888
1	250	0	37.003112	37.954116	1874.3227	0.27692972	112.39661	0.99993846	66.624496	-58.595176	-0.36020658
2	250	0	37.027297	38.024261	1854.461	0.27623819	112.41592	1.9999359	66.666725	-61.424672	-0.36106254
3	250	0	37.051188	38.093718	1834.7898	0.2755417	112.44809	2.9998418	66.708564	-63.090424	-0.36244608
4	250	0	37.075109	38.163424	1815.0518	0.2748293	112.49309	3.9998898	66.750575	-64.300645	-0.36436798
5	250	0	37.099285	38.234038	1795.0698	0.27409205	112.5509	4.999717	66.793157	-65.265493	-0.36684245
6	250	0	37.123858	38.305984	1774.7343	0.27332275	112.62147	5.9998428	66.836567	-66.069293	-0.36988691
7	250	0	37.148881	38.379425	1754.0095	0.27251647	112.70478	6.9998236	66.880905	-66.753937	-0.37352192
8	250	0	37.174354	38.454376	1732.9029	0.27166961	112.80076	7.9997384	66.92618	-67.34306	-0.37777113
9	250	0	37.200239	38.530736	1711.4541	0.27077969	112.90937	8.9998348	66.972333	-67.852733	-0.38266122
10	250	0	37.226467	38.608305	1689.7297	0.26984532	113.03057	9.9998227	67.019246	-68.293898	-0.38822207
11	250	0	37.252957	38.686858	1667.8033	0.26886558	113.16429	10.999939	67.066783	-68.675963	-0.39448497
12	250	0	37.279618	38.766131	1645.7588	0.26784019	113.31048	11.999881	67.114784	-69.006377	-0.40148261
13	250	0	37.306364	38.84587	1623.676	0.26676904	113.46909	12.999844	67.163097	-69.291309	-0.40925093
14	250	0	37.333108	38.925822	1601.6331	0.26565232	113.64004	13.999866	67.211569	-69.53622	-0.41782891
15	250	0	37.359769	39.005743	1579.7058	0.26449047	113.8233	14.999781	67.260052	-69.74578	-0.4272587
16	250	0	37.386276	39.085418	1557.9592	0.26328394	114.01879	15.999775	67.308415	-69.924205	-0.43758602
17	250	0	37.412562	39.164644	1536.455	0.26203337	114.22647	16.999777	67.356534	-70.074693	-0.44886198
18	250	0	37.438569	39.243241	1515.2474	0.2607395	114.44633	17.999742	67.4043	-70.200515	-0.46114403
19	250	0	37.46425	39.32106	1494.3803	0.25940298	114.67833	18.99994	67.451621	-70.304492	-0.47449335
20	250	0	37.489555	39.397947	1473.8996	0.25802486	114.92247	19.999746	67.498402	-70.388989	-0.48897628

0	260	0	36.50322	31.830176	3789.3024	0.27762664	112.39016	0.00060495512	72.890933	-46.603095	-0.70199385
1	260	0	37.774066	37.629633	1874.3227	0.27692972	112.39661	0.99993846	76.394447	-58.591435	-0.35533071
2	260	0	37.788393	37.704665	1854.461	0.27623819	112.41592	1.9999359	76.440415	-61.421913	-0.35615143
3	260	0	37.802524	37.778941	1834.7898	0.2755417	112.44809	2.9998418	76.485935	-63.08862	-0.35749351
4	260	0	37.81665	37.853465	1815.0518	0.2748293	112.49309	3.9998898	76.531621	-64.299782	-0.35936715
5	260	0	37.830903	37.928942	1795.0698	0.27409205	112.5509	4.999717	76.577906	-65.265567	-0.36178602
6	260	0	37.845366	38.005822	1774.7343	0.27332275	112.62147	5.9998428	76.625066	-66.070306	-0.36476704
7	260	0	37.860068	38.084281	1754.0095	0.27251647	112.70478	6.9998236	76.673211	-66.755893	-0.36833028
8	260	0	37.875009	38.16433	1732.9029	0.27166961	112.80076	7.9997384	76.722349	-67.345963	-0.37249892
9	260	0	37.890165	38.245862	1711.4541	0.27077969	112.90937	8.9998348	76.772413	-67.856586	-0.37729918
10	260	0	37.905492	38.328662	1689.7297	0.26984532	113.03057	9.9998227	76.823273	-68.298701	-0.38276046
11	260	0	37.920944	38.412489	1667.8033	0.26886558	113.16429	10.999939	76.874783	-68.68171	-0.38891353
12	260	0	37.936467	38.497061	1645.7588	0.26784019	113.31048	11.999881	76.926767	-69.013059	-0.3957906
13	260	0	37.952009	38.582105	1623.676	0.26676904	113.46909	12.999844	76.97906	-69.298912	-0.40342707
14	260	0	37.967519	38.667352	1601.6331	0.26565232	113.64004	13.999866	77.031496	-69.544725	-0.41186132
15	260	0	37.982951	38.752541	1579.7058	0.26449047	113.8233	14.999781	77.083915	-69.755163	-0.4211349
16	260	0	37.998264	38.837443	1557.9592	0.26328394	114.01879	15.999775	77.136175	-69.934438	-0.43129285
17	260	0	38.013419	38.921843	1536.455	0.26203337	114.22647	16.999777	77.188144	-70.085745	-0.44238551
18	260	0	38.028384	39.005548	1515.2474	0.2607395	114.44633	17.999742	77.239702	-70.212351	-0.45446947
19	260	0	38.043132	39.088402	1494.3803	0.25940298	114.67833	18.99994	77.290752	-70.317073	-0.46760503
20	260	0	38.057636	39.170239	1473.8996	0.25802486	114.92247	19.999746	77.341193	-70.402272	-0.48185752

0	270	0	38.107459	31.390074	3789.3024	0.27762664	112.39016	0.00060496427	82.488788	-46.433607	-0.70889588
1	270	0	38.577693	37.473748	1874.3227	0.27692972	112.39661	0.99993846	86.265082	-58.517438	-0.35599539
2	270	0	38.581641	37.551625	1854.461	0.27623819	112.41592	1.9999359	86.313647	-61.349874	-0.35677753
3	270	0	38.585498	37.628698	1834.7898	0.2755417	112.44809	2.9998418	86.361713	-63.018504	-0.35808203
4	270	0	38.589315	37.706006	1815.0518	0.2748293	112.49309	3.9998898	86.409931	-64.231551	-0.35991841
5	270	0	38.593127	37.78428	1795.0698	0.27409205	112.5509	4.999717	86.458755	-65.199187	-0.36229981
6	270	0	38.596955	37.863987	1774.7343	0.27332275	112.62147	5.9998428	86.508478	-66.005752	-0.36524276
7	270	0	38.600804	37.945307	1754.0095	0.27251647	112.70478	6.9998236	86.55921	-66.693151	-0.36876707
8	270	0	38.604672	38.028252	1732.9029	0.27166961	112.80076	7.9997384	86.610961	-67.285028	-0.37289572
9	270	0	38.60855	38.112707	1711.4541	0.27077969	112.90937	8.9998348	86.663659	-67.797458	-0.3776548
10	270	0	38.612425	38.19845	1689.7297	0.26984532	113.03057	9.9998227	86.717164	-68.241383	-0.3830736
11	270	0	38.616282	38.28523	1667.8033	0.26886558	113.16429	10.999939	86.771321	-68.626207	-0.38918282
12	270	0	38.620107	38.372752	1645.7588	0.26784019	113.31048	11.999881	86.825946	-68.959373	-0.39601456
13	270	0	38.623886	38.460736	1623.676	0.26676904	113.46909	12.999844	86.880864	-69.247043	-0.40360414
14	270	0	38.627606	38.548902	1601.6331	0.26565232	113.64004	13.999866	86.9359	-69.494671	-0.41198985
15	270	0	38.631256	38.636979	1579.7058	0.26449047	113.8233	14.999781	86.990885	-69.706917	-0.4212131
16	270	0	38.634827	38.724732	1557.9592	0.26328394	114.01879	15.999775	87.045672	-69.887991	-0.43131879
17	270	0	38.63831	38.811939	1536.455	0.26203337	114.22647	16.999777	87.100122	-70.041084	-0.44235713
18	270	0	38.641699	38.8984	1515.2474	0.2607395	114.44633	17.999742	87.15411	-70.169459	-0.45438451
19	270	0	38.644989	38.983954	1494.3803	0.25940298	114.67833	18.99994	87.207536	-70.275931	-0.46746102
20	270	0	38.648177	39.068433	1473.8996	0.25802486	114.92247	19.999746	87.260295	-70.362858	-0.48165178

0	280	0	39.747739	31.293996	3789.3024	0.27762664	112.39016	0.00060495054	92.293024	-46.19408	-0.72769365
1	280	0	39.390415	37.496667	1874.3227	0.27692972	112.39661	0.99993846	96.246488	-58.387215	-0.3618585
2	280	0	39.38375	37.575131	1854.461	0.27623819	112.41592	1.9999359	96.296278	-61.222298	-0.36260699
3	280	0	39.377104	37.65276	1834.7898	0.2755417	112.44809	2.9998418	96.345531	-62.893534	-0.36388557
4	280	0	39.370386	37.730604	1815.0518	0.2748293	112.49309	3.9998898	96.394914	-64.109127	-0.36570316
5	280	0	39.363532	37.809396	1795.0698	0.27409205	112.5509	4.999717	96.44489	-65.079248	-0.36807251
6	280	0	39.356498	37.889607	1774.7343	0.27332275	112.62147	5.9998428	96.49576	-65.88825	-0.37100994
7	280	0	39.349266	37.971416	1754.0095	0.27251647	112.70478	6.9998236	96.547634	-66.578054	-0.37453525
8	280	0	39.341832	38.054832	1732.9029	0.27166961	112.80076	7.9997384	96.60052	-67.172318	-0.37867153
9	280	0	39.334202	38.13974	1711.4541	0.27077969	112.90937	8.9998348	96.654342	-67.687133	-0.38344509
10	280	0	39.326393	38.225914	1689.7297	0.26984532	113.03057	9.9998227	96.708958	-68.133446	-0.38888553
11	280	0	39.318426	38.313101	1667.8033	0.26886558	113.16429	10.999939	96.764208	-68.520669	-0.39502385
12	280	0	39.310326	38.401005	1645.7588	0.26784019	113.31048	11.999881	96.819901	-68.856244	-0.4018925
13	280	0	39.302118	38.489342	1623.676	0.26676904	113.46909	12.999844	96.875859	-69.146337	-0.40952716
14	280	0	39.293826	38.577832	1601.6331	0.26565232	113.64004	13.999866	96.931905	-69.396398	-0.4179665
15	280	0	39.285477	38.666203	1579.7058	0.26449047	113.8233	14.999781	96.987865	-69.611089	-0.42725231
16	280	0	39.277093	38.754218	1557.9592	0.26328394	114.01879	15.999775	97.04359	-69.794613	-0.43742993
17	280	0	39.268696	38.841656	1536.455	0.26203337	114.22647	16.999777	97.098939	-69.950163	-0.44854999
18	280	0	39.260308	38.928317	1515.2474	0.2607395	114.44633	17.999742	97.153787	-70.080997	-0.46066943
19	280	0	39.251945	39.014042	1494.3803	0.25940298	114.67833	18.99994	97.208033	-70.189929	-0.47384883
20	280	0	39.243626	39.098661	1473.8996	0.25802486	114.92247	19.999746	97.261569	-70.279313	-0.48815386

0	290	0	41.376362	31.569172	3789.3024	0.27762664	112.39016	0.00060494927	102.33659	-45.921652	-0.75429151
1	290	0	40.187584	37.703895	1874.3227	0.27692972	112.39661	0.99993846	106.3461	-58.221409	-0.37169586
2	290	0	40.170389	37.780507	1854.461	0.27623819	112.41592	1.9999359	106.39553	-61.059429	-0.37242434
3	290	0	40.153323	37.856281	1834.7898	0.2755417	112.44809	2.9998418	106.4444	-62.733562	-0.3736958
4	290	0	40.136158	37.932241	1815.0518	0.2748293	112.49309	3.9998898	106.49337	-63.951978	-0.37551878
5	290	0	40.11873	38.009102	1795.0698	0.27409205	112.5509	4.999717	106.5429	-64.924839	-0.37790583
6	290	0	40.100932	38.087322	1774.7343	0.27332275	112.62147	5.9998428	106.5933	-65.736514	-0.38087334
7	290	0	40.082722	38.167074	1754.0095	0.27251647	112.70478	6.9998236	106.64466	-66.428941	-0.38444137
8	290	0	40.064093	38.248366	1732.9029	0.27166961	112.80076	7.9997384	106.69699	-67.025802	-0.38863341
9	290	0	40.045069	38.331084	1711.4541	0.27077969	112.90937	8.9998348	106.75022	-67.543205	-0.39347632
10	290	0	40.025698	38.415007	1689.7297	0.26984532	113.03057	9.9998227	106.80421	-67.99211	-0.39900031
11	290	0	40.006032	38.499887	1667.8033	0.26886558	113.16429	10.999939	106.85879	-68.381937	-0.40523709
12	290	0	39.986137	38.585434	1645.7588	0.26784019	113.31048	11.999881	106.91377	-68.720135	-0.41221976
13	290	0	39.966077	38.671373	1623.676	0.26676904	113.46909	12.999844	106.96898	-69.012873	-0.41998476
14	290	0	39.945913	38.757431	1601.6331	0.26565232	113.64004	13.999866	107.02425	-69.265604	-0.42857155
15	290	0	39.925708	38.843342	1579.7058	0.26449047	113.8233	14.999781	107.0794	-69.482987	-0.43802276
16	290	0	39.905517	38.928878	1557.9592	0.26328394	114.01879	15.999775	107.13428	-69.669227	-0.44838459
17	290	0	39.885391	39.013823	1536.455	0.26203337	114.22647	16.999777	107.18877	-69.827516	-0.45970869
18	290	0	39.865378	39.097985	1515.2474	0.2607395	114.44633	17.999742	107.24272	-69.961111	-0.47205307
19	290	0	39.845517	39.181207	1494.3803	0.25940298	114.67833	18.99994	107.29606	-70.072823	-0.4854795
20	290	0	39.825849	39.263329	1473.8996	0.25802486	114.92247	19.999746	107.34866	-70.165007	-0.50005484

0	300	0	42.942436	32.234953	3789.3024	0.27762664	112.39016	0.00060495617	112.64812	-45.661822	-0.78360231
1	300	0	40.944164	38.095339	1874.3227	0.27692972	112.39661	0.99993846	116.56765	-58.044289	-0.3838131
2	300	0	40.916855	38.167548	1854.461	0.27623819	112.41592	1.9999359	116.61496	-60.885067	-0.38454114
3	300	0	40.889787	38.238945	1834.7898	0.2755417	112.44809	2.9998418	116.66171	-62.561922	-0.385828
4	300	0	40.862596	38.310493	1815.0518	0.2748293	112.49309	3.9998898	116.70853	-63.782982	-0.38768213
5	300	0	40.835022	38.382868	1795.0698	0.27409205	112.5509	4.999717	116.75587	-64.758397	-0.39011621
6	300	0	40.8069	38.456499	1774.7343	0.27332275	112.62147	5.9998428	116.804	-65.572546	-0.39314696
7	300	0	40.778164	38.531547	1754.0095	0.27251647	112.70478	6.9998236	116.85304	-66.26739	-0.3967949
8	300	0	40.748807	38.608019	1732.9029	0.27166961	112.80076	7.9997384	116.90297	-66.866632	-0.40108421
9	300	0	40.718867	38.685806	1711.4541	0.27077969	112.90937	8.9998348	116.95373	-67.386402	-0.40604248
10	300	0	40.68842	38.764699	1689.7297	0.26984532	113.03057	9.9998227	117.00518	-67.837678	-0.41170081
11	300	0	40.657554	38.844464	1667.8033	0.26886558	113.16429	10.999939	117.05716	-68.229891	-0.41809182
12	300	0	40.626372	38.924828	1645.7588	0.26784019	113.31048	11.999881	117.10951	-68.570499	-0.42524953
13	300	0	40.594972	39.005531	1623.676	0.26676904	113.46909	12.999844	117.16204	-68.865678	-0.4332114
14	300	0	40.563454	39.086317	1601.6331	0.26565232	113.64004	13.999866	117.21459	-69.120884	-0.44201794
15	300	0	40.531915	39.166938	1579.7058	0.26449047	113.8233	14.999781	117.267	-69.340778	-0.45171294
16	300	0	40.50044	39.247178	1557.9592	0.26328394	114.01879	15.999775	117.31913	-69.529569	-0.46234381
17	300	0	40.469109	39.326836	1536.455	0.26203337	114.22647	16.999777	117.37084	-69.690449	-0.47396355
18	300	0	40.437995	39.405732	1515.2474	0.2607395	114.44633	17.999742	117.42204	-69.826675	-0.48663171
19	300	0	40.407157	39.483722	1494.3803	0.25940298	114.67833	18.99994	117.47261	-69.941059	-0.50041163
20	300	0	40.376658	39.560654	1473.8996	0.25802486	114.92247	19.999746	117.52246	-70.035955	-0.5153719

0	310	0	44.392975	33.29878	3789.3024	0.27762664	112.39016	0.00060496245	123.24734	-45.459104	-0.81093117
1	310	0	41.635519	38.664467	1874.3227	0.27692972	112.39661	0.99993846	126.9102	-57.879409	-0.39648814
2	310	0	41.598861	38.729698	1854.461	0.27623819	112.41592	1.9999359	126.95352	-60.722312	-0.3972365
3	310	0	41.56255	38.794175	1834.7898	0.2755417	112.44809	2.9998418	126.99632	-62.401273	-0.3985602
4	310	0	41.526096	38.85877	1815.0518	0.2748293	112.49309	3.9998898	127.03915	-63.624371	-0.40046794
5	310	0	41.489154	38.92409	1795.0698	0.27409205	112.5509	4.999717	127.08244	-64.601737	-0.40297284
6	310	0	41.451501	38.990523	1774.7343	0.27332275	112.62147	5.9998428	127.12644	-65.41776	-0.40609215
7	310	0	41.413051	39.058213	1754.0095	0.27251647	112.70478	6.9998236	127.17123	-66.114418	-0.40984708
8	310	0	41.373796	39.127166	1732.9029	0.27166961	112.80076	7.9997384	127.21682	-66.715439	-0.41426256
9	310	0	41.333788	39.197281	1711.4541	0.27077969	112.90937	8.9998348	127.26315	-67.236973	-0.4193671
10	310	0	41.293132	39.26837	1689.7297	0.26984532	113.03057	9.9998227	127.31008	-67.690017	-0.42519278
11	310	0	41.251943	39.34022	1667.8033	0.26886558	113.16429	10.999939	127.35748	-68.084016	-0.43177323
12	310	0	41.210362	39.412586	1645.7588	0.26784019	113.31048	11.999881	127.40517	-68.42644	-0.43914352
13	310	0	41.16852	39.485233	1623.676	0.26676904	113.46909	12.999844	127.45301	-68.723472	-0.44734221
14	310	0	41.12655	39.557929	1601.6331	0.26565232	113.64004	13.999866	127.50085	-68.980575	-0.45641103
15	310	0	41.084582	39.630452	1579.7058	0.26449047	113.8233	14.999781	127.54853	-69.202417	-0.46639506
16	310	0	41.042726	39.702609	1557.9592	0.26328394	114.01879	15.999775	127.59593	-69.393207	-0.47734308
17	310	0	41.001091	39.774218	1536.455	0.26203337	114.22647	16.999777	127.64293	-69.556143	-0.48930963
18	310	0	40.959772	39.845119	1515.2474	0.2607395	114.44633	17.999742	127.68943	-69.694483	-0.50235599
19	310	0	40.918848	39.915183	1494.3803	0.25940298	114.67833	18.99994	127.73534	-69.811043	-0.51654734
20	310	0	40.8784	39.984275	1473.8996	0.25802486	114.92247	19.999746	127.78057	-69.908175	-0.53195419

0	320	0	45.674629	34.751306	3789.3024	0.27762664	112.39016	0.00060496111	134.13974	-45.342161	-0.83295521
1	320	0	42.238325	39.397659	1874.3227	0.27692972	112.39661	0.99993846	137.3672	-57.744581	-0.40827902
2	320	0	42.193428	39.453431	1854.461	0.27623819	112.41592	1.9999359	137.40467	-60.588694	-0.40906455
3	320	0	42.148972	39.508543	1834.7898	0.2755417	112.44809	2.9998418	137.44167	-62.268868	-0.41044072
4	320	0	42.104359	39.563739	1815.0518	0.2748293	112.49309	3.9998898	137.4787	-63.493131	-0.41241681
5	320	0	42.059167	39.61954	1795.0698	0.27409205	112.5509	4.999717	137.51609	-64.471596	-0.41500653
6	320	0	42.013124	39.676276	1774.7343	0.27332275	112.62147	5.9998428	137.55408	-65.28865	-0.41822786
7	320	0	41.966126	39.734068	1754.0095	0.27251647	112.70478	6.9998236	137.59275	-65.98629	-0.42210274
8	320	0	41.918164	39.792921	1732.9029	0.27166961	112.80076	7.9997384	137.63208	-66.588261	-0.42665695
9	320	0	41.869304	39.852749	1711.4541	0.27077969	112.90937	8.9998348	137.67203	-67.110735	-0.43191987
10	320	0	41.819672	39.913388	1689.7297	0.26984532	113.03057	9.9998227	137.71249	-67.564725	-0.43792458
11	320	0	41.769413	39.974659	1667.8033	0.26886558	113.16429	10.999939	137.75332	-67.959692	-0.4447057
12	320	0	41.718696	40.03635	1645.7588	0.26784019	113.31048	11.999881	137.7944	-68.303118	-0.45229931
13	320	0	41.667684	40.098261	1623.676	0.26676904	113.46909	12.999844	137.83558	-68.601195	-0.4607451
14	320	0	41.616538	40.160196	1601.6331	0.26565232	113.64004	13.999866	137.87673	-68.859396	-0.47008597
15	320	0	41.565417	40.221964	1579.7058	0.26449047	113.8233	14.999781	137.91773	-69.082393	-0.48036827
16	320	0	41.514455	40.283402	1557.9592	0.26328394	114.01879	15.999775	137.95847	-69.274403	-0.49164216
17	320	0	41.463784	40.344355	1536.455	0.26203337	114.22647	16.999777	137.99885	-69.438627	-0.50396371
18	320	0	41.413519	40.404687	1515.2474	0.2607395	114.44633	17.999742	138.03878	-69.57833	-0.51739593
19	320	0	41.363754	40.46429	1494.3803	0.25940298	114.67833	18.99994	138.07819	-69.696328	-0.53200581
20	320	0	41.31459	40.523048	1473.8996	0.25802486	114.92247	19.999746	138.117	-69.794976	-0.54786585

0	330	0	46.736202	36.561469	3789.3024	0.27762664	112.39016	0.00060496841	145.31109	-45.310971	-0.84821712
1	330	0	42.731557	40.27391	1874.3227	0.27692972	112.39661	0.99993846	147.92601	-57.648143	-0.41815601
2	330	0	42.679853	40.317977	1854.461	0.27623819	112.41592	1.9999359	147.9559	-60.492559	-0.41898744
3	330	0	42.628672	40.361511	1834.7898	0.2755417	112.44809	2.9998418	147.9854	-62.173059	-0.42042225
4	330	0	42.577324	40.405103	1815.0518	0.2748293	112.49309	3.9998898	148.01491	-63.397626	-0.42247046
5	330	0	42.525323	40.449161	1795.0698	0.27409205	112.5509	4.999717	148.0447	-64.37635	-0.42514651
6	330	0	42.472357	40.493946	1774.7343	0.27332275	112.62147	5.9998428	148.07496	-65.193619	-0.42846907
7	330	0	42.418308	40.539554	1754.0095	0.27251647	112.70478	6.9998236	148.10574	-65.891436	-0.43246085
8	330	0	42.363167	40.585987	1732.9029	0.27166961	112.80076	7.9997384	148.13704	-66.493564	-0.43714837
9	330	0	42.307008	40.633177	1711.4541	0.27077969	112.90937	8.9998348	148.16882	-67.016189	-0.44256183
10	330	0	42.249979	40.680996	1689.7297	0.26984532	113.03057	9.9998227	148.20099	-67.47034	-0.44873517
11	330	0	42.192247	40.729299	1667.8033	0.26886558	113.16429	10.999939	148.23345	-67.865492	-0.45570388
12	330	0	42.134007	40.777922	1645.7588	0.26784019	113.31048	11.999881	148.26609	-68.209136	-0.46350495
13	330	0	42.075445	40.826705	1623.676	0.26676904	113.46909	12.999844	148.2988	-68.507478	-0.47217902
14	330	0	42.016747	40.875494	1601.6331	0.26565232	113.64004	13.999866	148.33147	-68.765998	-0.48177006
15	330	0	41.958093	40.924139	1579.7058	0.26449047	113.8233	14.999781	148.36402	-68.989376	-0.49232554
16	330	0	41.899641	40.972512	1557.9592	0.26328394	114.01879	15.999775	148.39634	-69.181834	-0.50389683
17	330	0	41.841539	41.02049	1536.455	0.26203337	114.22647	16.999777	148.42836	-69.346581	-0.51654136
18	330	0	41.78392	41.067968	1515.2474	0.2607395	114.44633	17.999742	148.46002	-69.486884	-0.53032369
19	330	0	41.72689	41.11486	1494.3803	0.25940298	114.67833	18.99994	148.49124	-69.605564	-0.54531243
20	330	0	41.670564	41.161077	1473.8996	0.25802486	114.92247	19.999746	148.52199	-69.70498	-0.56158184

0	340	0	47.531933	38.672909	3789.3024	0.27762664	112.39016	0.00060497367	156.72339	-45.336717	-0.85709997
1	340	0	43.0975	41.265076	1874.3227	0.27692972	112.39661	0.99993846	158.56791	-57.588627	-0.42549302
2	340	0	43.040706	41.295577	1854.461	0.27623819	112.41592	1.9999359	158.58873	-60.432743	-0.4263685
3	340	0	42.984498	41.325704	1834.7898	0.2755417	112.44809	2.9998418	158.60929	-62.112976	-0.4278568
4	340	0	42.928116	41.355865	1815.0518	0.2748293	112.49309	3.9998898	158.62984	-63.337273	-0.4299686
