# theta [deg]	phi [deg]	n_b	lat_0 [deg]	lon_0 [deg]	Travel Time [s]	Celerity [km/s]	Turning Height [km]	Inclination [deg]	Back Azimuth [deg]	Geo. Atten. [dB]	Atmo. Atten. [dB]
56	0	0	41.218307	43.45	1197.2433	0.23106726	146.54983	55.999824	180	-74.718122	-13.155234
57	0	0	41.298754	43.45	1212.6759	0.23550201	149.78742	56.999603	180	-75.816619	-15.895031
58	0	0	41.398618	43.45	1231.3006	0.2409568	153.48574	57.999455	180	-77.175092	-19.350391
59	0	0	41.523045	43.45	1253.8498	0.24765622	157.74629	58.999967	180	-78.428583	-23.770474
60	0	0	41.678288	43.45	1281.1766	0.25584543	162.69435	59.999991	180	-79.89707	-29.525978
61	0	0	41.872062	43.45	1314.2917	0.26579067	168.50816	60.999986	180	-81.160602	-37.193784
62	0	0	42.115048	43.45	1354.5796	0.27782869	175.39737	61.999508	180	-82.754688	-47.731891
63	0	0	42.419593	43.45	1403.5497	0.29225874	183.67225	62.999953	180	-84.28653	-62.712052
64	0	0	42.809916	43.45	1464.3717	0.30975388	193.7464	63.999998	180	-86.092243	-85.072
65	0	0	43.317175	43.45	1540.9215	0.3309646	206.21473	64.999816	180	-87.266884	-119.89481
66	0	0	43.98459	43.45	1638.4173	0.35655879	221.91907	65.999997	180	-90.337547	-175.48667
67	0	0	44.880808	43.45	1765.1419	0.38740871	242.15964	66.99967	180	-91.557243	-262.61847
68	0	0	46.134915	43.45	1936.7914	0.4250637	268.98306	67.999656	180	-94.836089	-385.5227
69	0	0	47.981246	43.45	2181.6624	0.47144333	306.12561	68.999863	180	-95.315243	-523.4311
70	0	0	50.927372	43.45	2561.3619	0.52943435	360.86211	69.999395	180	-101.89362	-638.06877
71	0	0	54.899633	43.45	3065.5747	0.58641499	441.84151	70.999683	180	-104.75052	-670.41098

56	10	0	41.179126	44.023917	1197.2433	0.23106726	146.54983	55.999824	-169.63136	-74.735868	-13.101794
57	10	0	41.258258	44.043177	1212.6759	0.23550201	149.78742	56.999603	-169.61866	-75.832925	-15.830734
58	10	0	41.356485	44.067152	1231.3006	0.2409568	153.48574	57.999455	-169.60284	-77.189821	-19.272581
59	10	0	41.478865	44.097124	1253.8498	0.24765622	157.74629	58.999967	-169.58301	-78.441987	-23.675641
60	10	0	41.631542	44.134679	1281.1766	0.25584543	162.69435	59.999991	-169.5581	-79.909082	-29.409377
61	10	0	41.822098	44.181805	1314.2917	0.26579067	168.50816	60.999986	-169.52673	-81.171412	-37.048805
62	10	0	42.061021	44.241297	1354.5796	0.27782869	175.39737	61.999508	-169.48697	-82.764131	-47.54891
63	10	0	42.360429	44.316497	1403.5497	0.29225874	183.67225	62.999953	-169.43645	-84.294621	-62.476787
64	10	0	42.744096	44.413933	1464.3717	0.30975388	193.7464	63.999998	-169.37055	-86.098816	-84.762015
65	10	0	43.242579	44.542376	1540.9215	0.3309646	206.21473	64.999816	-169.28297	-87.271909	-119.47571
66	10	0	43.898225	44.714613	1638.4173	0.35655879	221.91907	65.999997	-169.16425	-90.340465	-174.91088
67	10	0	44.77822	44.951959	1765.1419	0.38740871	242.15964	66.99967	-168.99837	-91.557828	-261.84267
68	10	0	46.008767	45.296517	1936.7914	0.4250637	268.98306	67.999656	-168.75304	-94.833561	-384.58909
69	10	0	47.818417	45.832716	2181.6624	0.47144333	306.12561	68.999863	-168.3614	-95.307735	-522.65371
70	10	0	50.700309	46.77072	2561.3619	0.52943435	360.86211	69.999395	-167.65046	-101.87935	-638.3437
71	10	0	54.572098	48.235291	3065.5747	0.58641499	441.84151	70.999683	-166.48574	-104.72428	-673.25398

56	20	0	41.062912	44.57845	1197.2433	0.23106726	146.54983	55.999824	-159.27605	-74.788539	-12.944976
57	20	0	41.138147	44.616249	1212.6759	0.23550201	149.78742	56.999603	-159.2512	-75.881459	-15.641977
58	20	0	41.231525	44.663292	1231.3006	0.2409568	153.48574	57.999455	-159.22022	-77.23381	-19.044018
59	20	0	41.347843	44.722095	1253.8498	0.24765622	157.74629	58.999967	-159.18142	-78.482189	-23.396869
60	20	0	41.492926	44.795756	1281.1766	0.25584543	162.69435	59.999991	-159.13269	-79.945307	-29.066291
61	20	0	41.673953	44.888164	1314.2917	0.26579067	168.50816	60.999986	-159.07135	-81.204252	-36.621681
62	20	0	41.90085	45.004777	1354.5796	0.27782869	175.39737	61.999508	-158.99365	-82.793115	-47.008912
63	20	0	42.185062	45.15211	1403.5497	0.29225874	183.67225	62.999953	-158.89498	-84.319833	-61.780882
64	20	0	42.549045	45.342888	1464.3717	0.30975388	193.7464	63.999998	-158.76642	-86.119808	-83.842039
65	20	0	43.021593	45.594171	1540.9215	0.3309646	206.21473	64.999816	-158.59573	-87.288717	-118.22568
66	20	0	43.642486	45.930747	1638.4173	0.35655879	221.91907	65.999997	-158.36476	-90.35142	-173.17964
67	20	0	44.474639	46.393809	1765.1419	0.38740871	242.15964	66.99967	-158.04274	-91.562584	-259.47627
68	20	0	45.635841	47.06442	1936.7914	0.4250637	268.98306	67.999656	-157.56806	-94.829949	-381.64898
69	20	0	47.337853	48.103932	2181.6624	0.47144333	306.12561	68.999863	-156.8141	-95.291291	-519.91692
70	20	0	50.032394	49.909192	2561.3619	0.52943435	360.86211	69.999395	-155.45776	-101.84545	-638.01917
71	20	0	53.61456	52.689402	3065.5747	0.58641499	441.84151	70.999683	-153.27097	-104.66123	-678.74109

56	30	0	40.873588	45.095077	1197.2433	0.23106726	146.54983	55.999824	-148.9467	-74.873986	-12.695638
57	30	0	40.942493	45.150014	1212.6759	0.23550201	149.78742	56.999603	-148.91073	-75.960583	-15.341595
58	30	0	41.027993	45.21837	1231.3006	0.2409568	153.48574	57.999455	-148.8659	-77.30597	-18.679896
59	30	0	41.134466	45.303788	1253.8498	0.24765622	157.74629	58.999967	-148.80977	-78.54863	-22.952138
60	30	0	41.267219	45.41075	1281.1766	0.25584543	162.69435	59.999991	-148.73931	-80.005752	-28.517962
61	30	0	41.432782	45.544871	1314.2917	0.26579067	168.50816	60.999986	-148.6507	-81.259737	-35.937414
62	30	0	41.640171	45.714026	1354.5796	0.27782869	175.39737	61.999508	-148.53854	-82.842935	-46.141065
63	30	0	41.899749	45.927577	1403.5497	0.29225874	183.67225	62.999953	-148.39628	-84.364242	-60.657653
64	30	0	42.231854	46.203828	1464.3717	0.30975388	193.7464	63.999998	-148.21119	-86.15821	-82.348097
65	30	0	42.66245	46.567211	1540.9215	0.3309646	206.21473	64.999816	-147.96594	-87.321535	-116.17746
66	30	0	43.22722	47.053058	1638.4173	0.35655879	221.91907	65.999997	-147.63493	-90.375919	-170.3029
67	30	0	43.982294	47.719786	1765.1419	0.38740871	242.15964	66.99967	-147.17509	-91.57914	-255.44807
68	30	0	45.03217	48.681702	1936.7914	0.4250637	268.98306	67.999656	-146.50075	-94.835433	-376.3902
69	30	0	46.562405	50.163711	2181.6624	0.47144333	306.12561	68.999863	-145.43821	-95.281545	-514.27235
70	30	0	48.961267	52.708964	2561.3619	0.52943435	360.86211	69.999395	-143.55326	-101.81448	-634.4564
71	30	0	52.095959	56.54999	3065.5747	0.58641499	441.84151	70.999683	-140.58665	-104.59975	-680.4872

56	40	0	40.617501	45.556928	1197.2433	0.23106726	146.54983	55.999824	-138.65463	-74.987419	-12.372856
57	40	0	40.677874	45.627001	1212.6759	0.23550201	149.78742	56.999603	-138.60899	-76.066293	-14.952261
58	40	0	40.752761	45.714165	1231.3006	0.2409568	153.48574	57.999455	-138.55213	-77.403133	-18.207223
59	40	0	40.845975	45.823043	1253.8498	0.24765622	157.74629	58.999967	-138.48099	-78.638925	-22.373696
60	40	0	40.962131	45.959316	1281.1766	0.25584543	162.69435	59.999991	-138.39176	-80.088872	-27.80298
61	40	0	41.10689	46.130086	1314.2917	0.26579067	168.50816	60.999986	-138.27964	-81.337174	-35.042255
62	40	0	41.288056	46.345292	1354.5796	0.27782869	175.39737	61.999508	-138.1379	-82.913861	-45.000839
63	40	0	41.514549	46.616711	1403.5497	0.29225874	183.67225	62.999953	-137.9584	-84.429189	-59.173379
64	40	0	41.803894	46.967363	1464.3717	0.30975388	193.7464	63.999998	-137.72532	-86.216614	-80.358157
65	40	0	42.178313	47.427819	1540.9215	0.3309646	206.21473	64.999816	-137.41727	-87.374564	-113.41782
66	40	0	42.668102	48.042007	1638.4173	0.35655879	221.91907	65.999997	-137.00293	-90.419898	-166.35971
67	40	0	43.320536	48.88209	1765.1419	0.38740871	242.15964	66.99967	-136.43004	-91.616116	-249.77084
68	40	0	44.2229	50.088253	1936.7914	0.4250637	268.98306	67.999656	-135.59559	-94.861856	-368.58784
69	40	0	45.52734	51.932342	2181.6624	0.47144333	306.12561	68.999863	-134.29432	-95.296849	-504.84598
70	40	0	47.543244	55.056394	2561.3619	0.52943435	360.86211	69.999395	-132.02628	-101.81235	-625.21274
71	40	0	50.113872	59.659112	3065.5747	0.58641499	441.84151	70.999683	-128.55993	-104.58046	-673.4539

56	50	0	40.30314	45.949446	1197.2433	0.23106726	146.54983	55.999824	-128.4093	-75.120484	-12.004844
57	50	0	40.35309	46.032165	1212.6759	0.23550201	149.78742	56.999603	-128.35577	-76.191164	-14.507697
58	50	0	40.415014	46.13502	1231.3006	0.2409568	153.48574	57.999455	-128.28913	-77.51889	-17.66647
59	50	0	40.492042	46.263438	1253.8498	0.24765622	157.74629	58.999967	-128.2058	-78.747566	-21.710345
60	50	0	40.587946	46.424075	1281.1766	0.25584543	162.69435	59.999991	-128.10139	-80.190114	-26.980519
61	50	0	40.707341	46.625229	1314.2917	0.26579067	168.50816	60.999986	-127.97036	-81.432918	-34.008458
62	50	0	40.856563	46.878489	1354.5796	0.27782869	175.39737	61.999508	-127.80494	-83.003272	-43.677243
63	50	0	41.042803	47.197524	1403.5497	0.29225874	183.67225	62.999953	-127.59584	-84.513146	-57.438798
64	50	0	41.280204	47.60906	1464.3717	0.30975388	193.7464	63.999998	-127.32497	-86.294744	-78.011436
65	50	0	41.586517	48.148367	1540.9215	0.3309646	206.21473	64.999816	-126.96808	-87.448992	-110.12215
66	50	0	41.98566	48.865761	1638.4173	0.35655879	221.91907	65.999997	-126.49004	-90.486266	-161.56484
67	50	0	42.514499	49.843271	1765.1419	0.38740871	242.15964	66.99967	-125.83278	-91.67873	-242.67717
68	50	0	43.240273	51.238985	1936.7914	0.4250637	268.98306	67.999656	-124.88305	-94.917207	-358.39215
69	50	0	44.276915	53.354518	2181.6624	0.47144333	306.12561	68.999863	-123.41975	-95.350085	-491.45277
70	50	0	45.846142	56.885273	2561.3619	0.52943435	360.86211	69.999395	-120.91982	-101.85671	-609.37068
71	50	0	47.777737	61.958836	3065.5747	0.58641499	441.84151	70.999683	-117.21897	-104.62728	-656.23481

56	60	0	39.940785	46.260879	1197.2433	0.23106726	146.54983	55.999824	-118.21799	-75.261167	-11.629093
57	60	0	39.978786	46.353386	1212.6759	0.23550201	149.78742	56.999603	-118.15857	-76.324116	-14.052955
58	60	0	40.025856	46.468364	1231.3006	0.2409568	153.48574	57.999455	-118.08466	-77.643195	-17.11208
59	60	0	40.084345	46.611843	1253.8498	0.24765622	157.74629	58.999967	-117.99233	-78.865369	-21.028326
60	60	0	40.15707	46.791203	1281.1766	0.25584543	162.69435	59.999991	-117.87675	-80.301203	-26.13187
61	60	0	40.247457	47.015618	1314.2917	0.26579067	168.50816	60.999986	-117.73189	-81.539459	-32.936875
62	60	0	40.360184	47.297874	1354.5796	0.27782869	175.39737	61.999508	-117.54932	-83.104541	-42.297264
63	60	0	40.500498	47.652969	1403.5497	0.29225874	183.67225	62.999953	-117.31903	-84.610337	-55.616812
64	60	0	40.678735	48.110248	1464.3717	0.30975388	193.7464	63.999998	-117.02151	-86.38777	-75.522224
65	60	0	40.907655	48.708166	1540.9215	0.3309646	206.21473	64.999816	-116.63087	-87.540886	-106.58032
66	60	0	41.204109	49.501152	1638.4173	0.35655879	221.91907	65.999997	-116.11003	-90.572372	-156.31926
67	60	0	41.59354	50.577236	1765.1419	0.38740871	242.15964	66.99967	-115.39841	-91.765514	-234.72103
68	60	0	42.121379	52.10467	1936.7914	0.4250637	268.98306	67.999656	-114.37913	-95.001519	-346.53004
69	60	0	42.8608	54.399132	2181.6624	0.47144333	306.12561	68.999863	-112.82914	-95.442838	-474.95955
70	60	0	43.942614	58.171321	2561.3619	0.52943435	360.86211	69.999395	-110.23662	-101.95005	-588.01986
71	60	0	45.196174	63.463609	3065.5747	0.58641499	441.84151	70.999683	-106.52108	-104.7401	-630.86924

56	70	0	39.542099	46.482587	1197.2433	0.23106726	146.54983	55.999824	-108.08562	-75.394779	-11.29057
57	70	0	39.56703	46.581788	1212.6759	0.23550201	149.78742	56.999603	-108.02245	-76.451269	-13.642341
58	70	0	39.597862	46.705033	1231.3006	0.2409568	153.48574	57.999455	-107.94392	-77.763082	-16.610091
59	70	0	39.636095	46.858744	1253.8498	0.24765622	157.74629	58.999967	-107.84591	-78.980062	-20.408623
60	70	0	39.683512	47.050761	1281.1766	0.25584543	162.69435	59.999991	-107.72336	-80.410596	-25.357416
61	70	0	39.742254	47.290805	1314.2917	0.26579067	168.50816	60.999986	-107.56998	-81.64576	-31.953679
62	70	0	39.815215	47.59239	1354.5796	0.27782869	175.39737	61.999508	-107.37702	-83.207219	-41.0225
63	70	0	39.905554	47.971279	1403.5497	0.29225874	183.67225	62.999953	-107.13418	-84.71078	-53.91942
64	70	0	40.019529	48.458336	1464.3717	0.30975388	193.7464	63.999998	-106.82135	-86.486189	-73.178025
65	70	0	40.164591	49.09372	1540.9215	0.3309646	206.21473	64.999816	-106.41215	-87.640883	-103.19808
66	70	0	40.350135	49.933804	1638.4173	0.35655879	221.91907	65.999997	-105.86926	-90.669482	-151.21919
67	70	0	40.589661	51.069037	1765.1419	0.38740871	242.15964	66.99967	-105.13243	-91.86758	-226.80254
68	70	0	40.906011	52.670923	1936.7914	0.4250637	268.98306	67.999656	-104.08678	-95.105946	-334.35327
69	70	0	41.330911	55.056057	2181.6624	0.47144333	306.12561	68.999863	-102.51813	-95.56448	-457.32779
70	70	0	41.905138	58.92169	2561.3619	0.52943435	360.86211	69.999395	-99.950154	-102.07982	-564.065
71	70	0	42.469947	64.229184	3065.5747	0.58641499	441.84151	70.999683	-96.384413	-104.89955	-601.71967

56	80	0	39.119692	46.609168	1197.2433	0.23106726	146.54983	55.999824	-98.014777	-75.505756	-11.03677
57	80	0	39.130864	46.711863	1212.6759	0.23550201	149.78742	56.999603	-97.949975	-76.557664	-13.333482
58	80	0	39.144606	46.83939	1231.3006	0.2409568	153.48574	57.999455	-97.869482	-77.864289	-16.230976
59	80	0	39.161534	46.998353	1253.8498	0.24765622	157.74629	58.999967	-97.769113	-79.077858	-19.938283
60	80	0	39.182352	47.196792	1281.1766	0.25584543	162.69435	59.999991	-97.643769	-80.504986	-24.766029
61	80	0	39.207864	47.444647	1314.2917	0.26579067	168.50816	60.999986	-97.487134	-81.738733	-31.197253
62	80	0	39.239113	47.755701	1354.5796	0.27782869	175.39737	61.999508	-97.29044	-83.298482	-40.032702
63	80	0	39.277108	48.145943	1403.5497	0.29225874	183.67225	62.999953	-97.043488	-84.801728	-52.58662
64	80	0	39.323899	48.646708	1464.3717	0.30975388	193.7464	63.999998	-96.726308	-86.577269	-71.311672
65	80	0	39.381496	49.298468	1540.9215	0.3309646	206.21473	64.999816	-96.313029	-87.735739	-100.45875
66	80	0	39.451728	50.157589	1638.4173	0.35655879	221.91907	65.999997	-95.767521	-90.764364	-147.00068
67	80	0	39.53607	51.313809	1765.1419	0.38740871	242.15964	66.99967	-95.032154	-91.970495	-220.08294
68	80	0	39.634807	52.936064	1936.7914	0.4250637	268.98306	67.999656	-93.998366	-95.215023	-323.69697
69	80	0	39.738966	55.331564	2181.6624	0.47144333	306.12561	68.999863	-92.468487	-95.695758	-441.34689
70	80	0	39.802872	59.164019	2561.3619	0.52943435	360.86211	69.999395	-90.01625	-102.22401	-541.62658
71	80	0	39.689401	64.328891	3065.5747	0.58641499	441.84151	70.999683	-86.712573	-105.0771	-574.27303

56	90	0	38.686685	46.638428	1197.2433	0.23106726	146.54983	55.999824	-88.005783	-75.579743	-10.909132
57	90	0	38.683841	46.741423	1212.6759	0.23550201	149.78742	56.999603	-87.941407	-76.629334	-13.176919
58	90	0	38.680184	46.869265	1231.3006	0.2409568	153.48574	57.999455	-87.861506	-77.93331	-16.036947
59	90	0	38.675433	47.028533	1253.8498	0.24765622	157.74629	58.999967	-87.761973	-79.145501	-19.694751
60	90	0	38.669202	47.227215	1281.1766	0.25584543	162.69435	59.999991	-87.637823	-80.571361	-24.455498
61	90	0	38.660954	47.47516	1314.2917	0.26579067	168.50816	60.999986	-87.482915	-81.805345	-30.793342
62	90	0	38.649871	47.785992	1354.5796	0.27782869	175.39737	61.999508	-87.288758	-83.365293	-39.493514
63	90	0	38.63482	48.175429	1403.5497	0.29225874	183.67225	62.999953	-87.045571	-84.869924	-51.843333
64	90	0	38.613643	48.674303	1464.3717	0.30975388	193.7464	63.999998	-86.734168	-86.647436	-70.241491
65	90	0	38.582958	49.322166	1540.9215	0.3309646	206.21473	64.999816	-86.329992	-87.810992	-98.835844
66	90	0	38.537152	50.173678	1638.4173	0.35655879	221.91907	65.999997	-85.799208	-90.842141	-144.40536
67	90	0	38.465957	51.31526	1765.1419	0.38740871	242.15964	66.99967	-85.088519	-92.05768	-215.76871
68	90	0	38.347786	52.908563	1936.7914	0.4250637	268.98306	67.999656	-84.098652	-95.310655	-316.52603
69	90	0	38.134767	55.243714	2181.6624	0.47144333	306.12561	68.999863	-82.653128	-95.814352	-430.06226
70	90	0	37.700033	58.937583	2561.3619	0.52943435	360.86211	69.999395	-80.382648	-102.3579	-525.13163
71	90	0	36.934478	63.839323	3065.5747	0.58641499	441.84151	70.999683	-77.409863	-105.24363	-553.95351

56	100	0	38.256283	46.571234	1197.2433	0.23106726	146.54983	55.999824	-78.056967	-75.605533	-10.932551
57	100	0	38.239593	46.671441	1212.6759	0.23550201	149.78742	56.999603	-77.994933	-76.655276	-13.203303
58	100	0	38.218756	46.795771	1231.3006	0.2409568	153.48574	57.999455	-77.917996	-77.959383	-16.066154
59	100	0	38.19261	46.950581	1253.8498	0.24765622	157.74629	58.999967	-77.822249	-79.172301	-19.726157
60	100	0	38.159704	47.143574	1281.1766	0.25584543	162.69435	59.999991	-77.702963	-80.599076	-24.487575
61	100	0	38.118189	47.384224	1314.2917	0.26579067	168.50816	60.999986	-77.554345	-81.83478	-30.822858
62	100	0	38.065437	47.685601	1354.5796	0.27782869	175.39737	61.999508	-77.368417	-83.39665	-39.51388
63	100	0	37.998236	48.062713	1403.5497	0.29225874	183.67225	62.999953	-77.136079	-84.903994	-51.841239
64	100	0	37.910351	48.545021	1464.3717	0.30975388	193.7464	63.999998	-76.839442	-86.684826	-70.188396
65	100	0	37.793204	49.17008	1540.9215	0.3309646	206.21473	64.999816	-76.455891	-87.853785	-98.668779
66	100	0	37.634059	49.989426	1638.4173	0.35655879	221.91907	65.999997	-75.954678	-90.889334	-143.98369
67	100	0	37.411494	51.084038	1765.1419	0.38740871	242.15964	66.99967	-75.287962	-92.11394	-214.78798
68	100	0	37.083245	52.604589	1936.7914	0.4250637	268.98306	67.999656	-74.367599	-95.376107	-314.40222
69	100	0	36.565091	54.818501	2181.6624	0.47144333	306.12561	68.999863	-73.040546	-95.899845	-425.94448
70	100	0	35.655251	58.287236	2561.3619	0.52943435	360.86211	69.999395	-70.995811	-102.45926	-518.12857
71	100	0	34.275807	62.83343	3065.5747	0.58641499	441.84151	70.999683	-68.389355	-105.37411	-544.8076

56	110	0	37.841379	46.411269	1197.2433	0.23106726	146.54983	55.999824	-68.164941	-75.576704	-11.107323
57	110	0	37.81142	46.505791	1212.6759	0.23550201	149.78742	56.999603	-68.106974	-76.629104	-13.413446
58	110	0	37.774125	46.623021	1231.3006	0.2409568	153.48574	57.999455	-68.035134	-77.936177	-16.320271
59	110	0	37.727495	46.768919	1253.8498	0.24765622	157.74629	58.999967	-67.945811	-79.15186	-20.035606
60	110	0	37.669065	46.950692	1281.1766	0.25584543	162.69435	59.999991	-67.834656	-80.581639	-24.867736
61	110	0	37.595741	47.17718	1314.2917	0.26579067	168.50816	60.999986	-67.696364	-81.82029	-31.295229
62	110	0	37.503185	47.460556	1354.5796	0.27782869	175.39737	61.999508	-67.523662	-83.385523	-40.109959
63	110	0	37.386228	47.814729	1403.5497	0.29225874	183.67225	62.999953	-67.308326	-84.896481	-52.608224
64	110	0	37.23479	48.267036	1464.3717	0.30975388	193.7464	63.999998	-67.034165	-86.681458	-71.201735
65	110	0	37.035426	48.852124	1540.9215	0.3309646	206.21473	64.999816	-66.680948	-87.855248	-100.04799
66	110	0	36.768769	49.61724	1638.4173	0.35655879	221.91907	65.999997	-66.221528	-90.896404	-145.90731
67	110	0	36.40306	50.636233	1765.1419	0.38740871	242.15964	66.99967	-65.614167	-92.128299	-217.47216
68	110	0	35.87696	52.045931	1936.7914	0.4250637	268.98306	67.999656	-64.782747	-95.399062	-317.94775
69	110	0	35.073002	54.086982	2181.6624	0.47144333	306.12561	68.999863	-63.598116	-95.937115	-430.04825
70	110	0	33.721439	57.25985	2561.3619	0.52943435	360.86211	69.999395	-61.80524	-102.51141	-522.12084
71	110	0	31.775967	61.378299	3065.5747	0.58641499	441.84151	70.999683	-59.576343	-105.44956	-548.29261

56	120	0	37.454195	46.164737	1197.2433	0.23106726	146.54983	55.999824	-58.324906	-75.492969	-11.407966
57	120	0	37.411921	46.250932	1212.6759	0.23550201	149.78742	56.999603	-58.272514	-76.550421	-13.776732
58	120	0	37.359357	46.357796	1231.3006	0.2409568	153.48574	57.999455	-58.207629	-77.863157	-16.762314
59	120	0	37.293729	46.490735	1253.8498	0.24765622	157.74629	58.999967	-58.127021	-79.083456	-20.578114
60	120	0	37.21164	46.656272	1281.1766	0.25584543	162.69435	59.999991	-58.026816	-80.518105	-25.540784
61	120	0	37.108853	46.862391	1314.2917	0.26579067	168.50816	60.999986	-57.90231	-81.76064	-32.141954
62	120	0	36.97946	47.120066	1354.5796	0.27782869	175.39737	61.999508	-57.747078	-83.330343	-41.195386
63	120	0	36.816503	47.441785	1403.5497	0.29225874	183.67225	62.999953	-57.553921	-84.845403	-54.033184
64	120	0	36.606387	47.852114	1464.3717	0.30975388	193.7464	63.999998	-57.308631	-86.634864	-73.134515
65	120	0	36.331235	48.382032	1540.9215	0.3309646	206.21473	64.999816	-56.993653	-87.812243	-102.77252
66	120	0	35.965677	49.073562	1638.4173	0.35655879	221.91907	65.999997	-56.585728	-90.859578	-149.89296
67	120	0	35.468632	49.992096	1765.1419	0.38740871	242.15964	66.99967	-56.04949	-92.09596	-223.41635
68	120	0	34.761611	51.258399	1936.7914	0.4250637	268.98306	67.999656	-55.321052	-95.373666	-326.59601
69	120	0	33.697425	53.083362	2181.6624	0.47144333	306.12561	68.999863	-54.29439	-95.918399	-441.6156
70	120	0	31.945843	55.902579	2561.3619	0.52943435	360.86211	69.999395	-52.765906	-102.50497	-536.05946
71	120	0	29.490482	59.535443	3065.5747	0.58641499	441.84151	70.999683	-50.909297	-105.45796	-562.89728

56	130	0	37.105962	45.84004	1197.2433	0.23106726	146.54983	55.999824	-48.530962	-75.361324	-11.789553
57	130	0	37.052665	45.915571	1212.6759	0.23550201	149.78742	56.999603	-48.485423	-76.425907	-14.238748
58	130	0	36.986438	46.009186	1231.3006	0.2409568	153.48574	57.999455	-48.429059	-77.746637	-17.325881
59	130	0	36.903818	46.125597	1253.8498	0.24765622	157.74629	58.999967	-48.359089	-78.973071	-21.271889
60	130	0	36.800577	46.270486	1281.1766	0.25584543	162.69435	59.999991	-48.272192	-80.414089	-26.404772
61	130	0	36.671467	46.45079	1314.2917	0.26579067	168.50816	60.999986	-48.164347	-81.661119	-33.233997
62	130	0	36.509183	46.67603	1354.5796	0.27782869	175.39737	61.999508	-48.030083	-83.236023	-42.603427
63	130	0	36.305192	46.957002	1403.5497	0.29225874	183.67225	62.999953	-47.86332	-84.755302	-55.894926
64	130	0	36.042789	47.314967	1464.3717	0.30975388	193.7464	63.999998	-47.652034	-86.54917	-75.682468
65	130	0	35.700198	47.776616	1540.9215	0.3309646	206.21473	64.999816	-47.38152	-87.728508	-106.40517
66	130	0	35.246783	48.378001	1638.4173	0.35655879	221.91907	65.999997	-47.032516	-90.782026	-155.28401
67	130	0	34.633317	49.175021	1765.1419	0.38740871	242.15964	66.99967	-46.576035	-92.019581	-231.60458
68	130	0	33.766342	50.270669	1936.7914	0.4250637	268.98306	67.999656	-45.960162	-95.301848	-338.7879
69	130	0	32.472835	51.843823	2181.6624	0.47144333	306.12561	68.999863	-45.100517	-95.844693	-458.38725
70	130	0	30.370072	54.262263	2561.3619	0.52943435	360.86211	69.999395	-43.839365	-102.43929	-556.86879
71	130	0	27.468386	57.362216	3065.5747	0.58641499	441.84151	70.999683	-42.33954	-105.39573	-584.95937

56	140	0	36.806644	45.44744	1197.2433	0.23106726	146.54983	55.999824	-38.776378	-75.196792	-12.197917
57	140	0	36.743912	45.510315	1212.6759	0.23550201	149.78742	56.999603	-38.738736	-76.269986	-14.733703
58	140	0	36.665992	45.588222	1231.3006	0.2409568	153.48574	57.999455	-38.692171	-77.600348	-17.930416
59	140	0	36.568835	45.685072	1253.8498	0.24765622	157.74629	58.999967	-38.634404	-78.833902	-22.017293
60	140	0	36.447508	45.805565	1281.1766	0.25584543	162.69435	59.999991	-38.562717	-80.28223	-27.334879
61	140	0	36.295897	45.955438	1314.2917	0.26579067	168.50816	60.999986	-38.47384	-81.533992	-34.412422
62	140	0	36.105519	46.142552	1354.5796	0.27782869	175.39737	61.999508	-38.363327	-83.114386	-44.127244
63	140	0	35.866501	46.375793	1403.5497	0.29225874	183.67225	62.999953	-38.226277	-84.637672	-57.916773
64	140	0	35.559508	46.672677	1464.3717	0.30975388	193.7464	63.999998	-38.052977	-86.435534	-78.461278
65	140	0	35.159468	47.05512	1540.9215	0.3309646	206.21473	64.999816	-37.831654	-87.615154	-110.38746
66	140	0	34.631313	47.552614	1638.4173	0.35655879	221.91907	65.999997	-37.547043	-90.674372	-161.2311
67	140	0	33.918971	48.21077	1765.1419	0.38740871	242.15964	66.99967	-37.176381	-91.909876	-240.70546
68	140	0	32.916423	49.113478	1936.7914	0.4250637	268.98306	67.999656	-36.679199	-95.194033	-352.45794
69	140	0	31.42901	50.405867	2181.6624	0.47144333	306.12561	68.999863	-35.990957	-95.726797	-477.36616
70	140	0	29.03003	52.385468	2561.3619	0.52943435	360.86211	69.999395	-34.994005	-102.32396	-580.57349
71	140	0	25.752352	54.913523	3065.5747	0.58641499	441.84151	70.999683	-33.830315	-105.27032	-610.03654

56	150	0	36.564707	44.998728	1197.2433	0.23106726	146.54983	55.999824	-29.053833	-75.022197	-12.579287
57	150	0	36.494373	45.047324	1212.6759	0.23550201	149.78742	56.999603	-29.024906	-76.104505	-15.19622
58	150	0	36.407036	45.107528	1231.3006	0.2409568	153.48574	57.999455	-28.989137	-77.445026	-18.495753
59	150	0	36.298175	45.18235	1253.8498	0.24765622	157.74629	58.999967	-28.944786	-78.685899	-22.715004
60	150	0	36.162288	45.27541	1281.1766	0.25584543	162.69435	59.999991	-28.889785	-80.141673	-28.20644
61	150	0	35.992574	45.391116	1314.2917	0.26579067	168.50816	60.999986	-28.821648	-81.397956	-35.518136
62	150	0	35.779601	45.535507	1354.5796	0.27782869	175.39737	61.999508	-28.737009	-82.983606	-45.559292
63	150	0	35.51243	45.715388	1403.5497	0.29225874	183.67225	62.999953	-28.632178	-84.510389	-59.820379
64	150	0	35.169622	45.944192	1464.3717	0.30975388	193.7464	63.999998	-28.499828	-86.31158	-81.083298
